title,content_summary,url
Shell suspende silenciosamente o plano radical para reduzir sua pegada de carbono,Seis meses depois de se tornar executivo chefe da Shell Plc Wael Sawan encerrou discretamente o maior plano corporativo do mundo para desenvolver compensacoes de carbono por meio of projetos ambien 16074 chars.,https://valor.globo.com/empresas/noticia/2023/08/31/shell-suspende-silenciosamente-o-plano-radical-para-reduzir-sua-pegada-de-carbono.ghtml
